RES_ID,LOC,GENDER,AGE,WEIGHT,FREQUENCY,PRICE,WAIT_TIME,FOOD_PREFERENCE,MOOD,DISH CHOSEN,CUISINE,INGREDIENTS,DISH TYPE,ALLERGENS
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,chocolate lava cake,Beverages & Desserts,"dark chocolate, butter, icing sugar, egg yolks + whole eggs, flour",Non-Vegetarian,Eggs
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Happy,vanilla ice cream,Beverages & Desserts,"Milk, Sugar, Milk Powder, Hot Milk, Vanilla Essence, Almonds",Vegetarian,Milk
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,chicken biryani,South Indian,"Spice, Vegetable, Meat, Yoghurt, Dried Fruit, Garlic, Mint, Rice, Egg, Mint leaf",Non-Vegetarian,Eggs
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,masala dosa,South Indian,"Potato, Parbolied rice, Urad dal",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,hyderabadi haleem,South Indian,"Ghee, Goat meat, Dried Fruit, Pounded wheat, Saffron, Lentils",Non-Vegetarian,Wheat
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,vada,South Indian,"Chili pepper, Curry tree, Onions, Lentils",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,idly,South Indian,"Rice, Urad dal",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,pulihora,South Indian,"Rice, Mustard seed, Curry tree, Urad dal, Lemon, Tamarind",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,south indian meals,South Indian,"rice, curd, wheat,curry leaves, mustard, asafetida, pepper and peppercorns, tamarind, chilies, and fenugreek seeds",Vegetarian,Wheat
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,pepper chicken,South Indian,"Chicken, Pepper Black, Oil, Curry Leaves, Onion, Red Chilli Powder, Garam Masala, Tumeric, Fennel Seed, Pepper. Green Chilli",Non-Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,poori,South Indian,"Salt, Wheat Flour, Atta flour, Vegetable Oil",Vegetarian,Wheat
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,butter dosa,South Indian,"Puffed rice,parboiled rice,Butter,Maida,Fenugreek seeds",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,paneer dosa,South Indian,"Paneer,dosa batter,Garam masala powder,tomato,garlic,turmeric,green chilli",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,sambar rice,South Indian,"Chana dal,Urad dal,Toor Dal, Beans, Coconut, rice",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,garlic bread,Continental/Italian,"Mozzarella cheese,italian bread,garlic powder",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,chicken shwarma,Continental/Italian,"Chicken,tomato, olive oil,spice,garlic",Non-Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,chicken sandwich,Continental/Italian,"chicken,cucumber,garam masala,olive oil, mustard, butter",Non-Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,chicken pizza,Continental/Italian,"skinless chicken breasts ,pizza crust,sweet italian sausage,canned black beans",Non-Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,chicken burger,Continental/Italian,"Chicken, bread",Non-Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,chana masala,North Indian,Chickpeas of the Chana type in tomato based sauce.,Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,chapati,North Indian,"unleavened flatbread originating from the Indian subcontinent and staple in India, Nepal, Bangladesh, Pakistan, Sri Lanka, East Africa and the Caribbean.",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,chicken tikka,North Indian,Chicken with spices served on a skewer,Non-Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,chicken tikka masala,North Indian,Chicken marinated in a Yogurt tomato sauce. It is known to have a creamy texture.,Non-Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,tandoori chicken,North Indian,Tandoori chicken as a dish originated in the Punjab before the independence of India and Pakistan.,Non-Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,tandoori fish tikka,North Indian,Fish marinated in lime and ginger and cooked over an open fire.,Non-Vegetarian,Fish
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,gulab jamun,Beverages & Desserts,"Milk powder, plain flour, baking powder, ghee, milk, sugar, water, rose water",Vegetarian,Milk
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,double ka meetha,Beverages & Desserts,"Loaf bread, milk, Ghee",Vegetarian,Milk
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,qubani ka meetha,Beverages & Desserts,"Apricots, sugar syrup",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,rasgulla,Beverages & Desserts,"Chhena, sugar, cardamom",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,lassi,Beverages & Desserts,"Curd, Water, Sugar",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,butter milk,Beverages & Desserts,"Curd, Water, Curry Leaves, Salt",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,mojito,Beverages & Desserts,"mint leaves, simple syrup, fresh lime juice, crushed ice, club soda, lime wedges",Vegetarian,
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,masala chai,Beverages & Desserts,"water, ginger, cardamom seeds, tea leaves, milk, sugar",Vegetarian,Milk
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,irish coffee,Beverages & Desserts,"sugar, coffee, heavy cream, Milk",Vegetarian,Milk
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,chocolate lava cake,Beverages & Desserts,"dark chocolate, butter, icing sugar, egg yolks + whole eggs, flour",Non-Vegetarian,Eggs
NKDwLIiy,Hyderabad,Male,26-35,91-105,Alternate Week,250-500,More than 40 min,Non-Vegetarian,Hungry,vanilla ice cream,Beverages & Desserts,"Milk, Sugar, Milk Powder, Hot Milk, Vanilla Essence, Almonds",Vegetarian,Milk
8ZDwnqpW,Mumbai,Female,26-35,46-60,Alternate Week,750-1000,30-40 min,Vegetarian,Happy,vegetarian pizza,Continental/Italian,"Readymade pizza bases, Can or jar of tomato sauce, enough to cover the pizza (about 2 cups), Dried oregano, Cheddar cheese, grated, Onion, Green pepper, Red pepper, Mushrooms",Vegetarian,
8ZDwnqpW,Mumbai,Female,26-35,46-60,Alternate Week,750-1000,30-40 min,Vegetarian,Happy,vegetarian lasagne,Continental/Italian,"vegetables-cooked, tomato puree, garlic, Salt, Sugar, Oil, Flour, Butter, Milk, oregano and basil, cheese, oregano and basil, chilli powder, lasagne sheets",Vegetarian,Milk
8ZDwnqpW,Mumbai,Female,26-35,46-60,Alternate Week,750-1000,30-40 min,Vegetarian,Happy,baked pasta,Continental/Italian,"Any short pasta, Olive oil, Onion, Garlic (minced), Mixed bell peppers, Mushrooms, Spinach , Eggplant, Mixed olives, Green chillies, Tomato puree, Mixed cheese, Cream, Breadcrumbs, Butter (cut into cubes)",Vegetarian,Eggs
8ZDwnqpW,Mumbai,Female,26-35,46-60,Alternate Week,750-1000,30-40 min,Vegetarian,Happy,garlic bread,Continental/Italian,"Mozzarella cheese,italian bread,garlic powder",Vegetarian,
8ZDwnqpW,Mumbai,Female,26-35,46-60,Alternate Week,750-1000,30-40 min,Vegetarian,Happy,nachos,Continental/Italian,"Pinto beans,sour cream,corn,nachos",Both,corn
8ZDwnqpW,Mumbai,Female,26-35,46-60,Alternate Week,750-1000,30-40 min,Vegetarian,Happy,veg sandwich,Continental/Italian,"pav bhaji masala,tomato,butter,green chilies, turmeric,brown bread",Vegetarian,
8ZDwnqpW,Mumbai,Female,26-35,46-60,Alternate Week,750-1000,30-40 min,Vegetarian,Happy,spaghetti,Continental/Italian,"Semolina or flour, water",Both,
8ZDwnqpW,Mumbai,Female,26-35,46-60,Alternate Week,750-1000,30-40 min,Vegetarian,Happy,veg burger,Continental/Italian,"Corn flakes,whole wheat,matat,tamato sauce",Vegetarian,Wheat
8ZDwnqpW,Mumbai,Female,26-35,46-60,Alternate Week,750-1000,30-40 min,Vegetarian,Happy,mac & cheese,Continental/Italian,"cheese,macaroni,pasta,milk,Cheese",Vegetarian,Milk
8ZDwnqpW,Mumbai,Female,26-35,46-60,Alternate Week,750-1000,30-40 min,Vegetarian,Happy,rasgulla,Beverages & Desserts,"Chhena, sugar, cardamom",Vegetarian,
8ZDwnqpW,Mumbai,Female,26-35,46-60,Alternate Week,750-1000,30-40 min,Vegetarian,Happy,mojito,Beverages & Desserts,"mint leaves, simple syrup, fresh lime juice, crushed ice, club soda, lime wedges",Vegetarian,
8ZDwnqpW,Mumbai,Female,26-35,46-60,Alternate Week,750-1000,30-40 min,Vegetarian,Hungry,vegetarian pizza,Continental/Italian,"Readymade pizza bases, Can or jar of tomato sauce, enough to cover the pizza (about 2 cups), Dried oregano, Cheddar cheese, grated, Onion, Green pepper, Red pepper, Mushrooms",Vegetarian,
8ZDwnqpW,Mumbai,Female,26-35,46-60,Alternate Week,750-1000,30-40 min,Vegetarian,Hungry,garlic bread,Continental/Italian,"Mozzarella cheese,italian bread,garlic powder",Vegetarian,
8ZDwnqpW,Mumbai,Female,26-35,46-60,Alternate Week,750-1000,30-40 min,Vegetarian,Hungry,veg sandwich,Continental/Italian,"pav bhaji masala,tomato,butter,green chilies, turmeric,brown bread",Vegetarian,
8ZDwnqpW,Mumbai,Female,26-35,46-60,Alternate Week,750-1000,30-40 min,Vegetarian,Hungry,spaghetti,Continental/Italian,"Semolina or flour, water",Both,
IaDwGWS2,Hyderabad,Male,36-45,76-90,Every week,250-500,20-30 min,Non-Vegetarian,Happy,chicken biryani,South Indian,"Spice, Vegetable, Meat, Yoghurt, Dried Fruit, Garlic, Mint, Rice, Egg, Mint leaf",Non-Vegetarian,Eggs
IaDwGWS2,Hyderabad,Male,36-45,76-90,Every week,250-500,20-30 min,Non-Vegetarian,Happy,south indian meals,South Indian,"rice, curd, wheat,curry leaves, mustard, asafetida, pepper and peppercorns, tamarind, chilies, and fenugreek seeds",Vegetarian,Wheat
IaDwGWS2,Hyderabad,Male,36-45,76-90,Every week,250-500,20-30 min,Non-Vegetarian,Happy,chilli chicken,Chinese,"boneless Chicken (diced), Egg (slightly beaten), cornflour, garlic Paste, ginger Paste, salt , oil (to deep fry), onions, green Chillies, soy sauce (adjust according to strength), vinegar, green Chillies",Non-Vegetarian,Eggs
IaDwGWS2,Hyderabad,Male,36-45,76-90,Every week,250-500,20-30 min,Non-Vegetarian,Happy,chicken manchurian,Chinese,"chicken mince, Eggs (slightly beaten), refined flour, garlic paste, ginger paste, Oil (for deep frying), oil, garlic, onions, capsicum, corn flour (blended), water, vinegar, salt, soya sauce, tomato puree, celery, water",Non-Vegetarian,Eggs
IaDwGWS2,Hyderabad,Male,36-45,76-90,Every week,250-500,20-30 min,Non-Vegetarian,Happy,veg manchurian,Chinese,"Mixed Vegetables - chopped fine or grated, Eggs (slightly beaten), Refined Flour, Garlic Paste, Ginger Paste, Water, Oil , Garlic , Onions , Capsicum, Cornflour (blended with water), Vinegar, Salt, Soya Sauce, Tomato Puree, Celery, Ajinomoto (optional), Water",Vegetarian,Eggs
IaDwGWS2,Hyderabad,Male,36-45,76-90,Every week,250-500,20-30 min,Non-Vegetarian,Happy,fried rice,Chinese,"oil, ginger-garlic paste, spring onion, carrot, cabbage, capsicum, salt, soy sauce, vinegar, rice",Vegetarian,Soy
IaDwGWS2,Hyderabad,Male,36-45,76-90,Every week,250-500,20-30 min,Non-Vegetarian,Hungry,chicken biryani,South Indian,"Spice, Vegetable, Meat, Yoghurt, Dried Fruit, Garlic, Mint, Rice, Egg, Mint leaf",Non-Vegetarian,Eggs
IaDwGWS2,Hyderabad,Male,36-45,76-90,Every week,250-500,20-30 min,Non-Vegetarian,Hungry,hyderabadi haleem,South Indian,"Ghee, Goat meat, Dried Fruit, Pounded wheat, Saffron, Lentils",Non-Vegetarian,Wheat
IaDwGWS2,Hyderabad,Male,36-45,76-90,Every week,250-500,20-30 min,Non-Vegetarian,Hungry,south indian meals,South Indian,"rice, curd, wheat,curry leaves, mustard, asafetida, pepper and peppercorns, tamarind, chilies, and fenugreek seeds",Vegetarian,Wheat
IaDwGWS2,Hyderabad,Male,36-45,76-90,Every week,250-500,20-30 min,Non-Vegetarian,Hungry,pepper chicken,South Indian,"Chicken, Pepper Black, Oil, Curry Leaves, Onion, Red Chilli Powder, Garam Masala, Tumeric, Fennel Seed, Pepper. Green Chilli",Non-Vegetarian,
IaDwGWS2,Hyderabad,Male,36-45,76-90,Every week,250-500,20-30 min,Non-Vegetarian,Hungry,poori,South Indian,"Salt, Wheat Flour, Atta flour, Vegetable Oil",Vegetarian,Wheat
IaDwGWS2,Hyderabad,Male,36-45,76-90,Every week,250-500,20-30 min,Non-Vegetarian,Hungry,chilli chicken,Chinese,"boneless Chicken (diced), Egg (slightly beaten), cornflour, garlic Paste, ginger Paste, salt , oil (to deep fry), onions, green Chillies, soy sauce (adjust according to strength), vinegar, green Chillies",Non-Vegetarian,Eggs
IaDwGWS2,Hyderabad,Male,36-45,76-90,Every week,250-500,20-30 min,Non-Vegetarian,Hungry,chicken manchurian,Chinese,"chicken mince, Eggs (slightly beaten), refined flour, garlic paste, ginger paste, Oil (for deep frying), oil, garlic, onions, capsicum, corn flour (blended), water, vinegar, salt, soya sauce, tomato puree, celery, water",Non-Vegetarian,Eggs
IaDwGWS2,Hyderabad,Male,36-45,76-90,Every week,250-500,20-30 min,Non-Vegetarian,Hungry,veg manchurian,Chinese,"Mixed Vegetables - chopped fine or grated, Eggs (slightly beaten), Refined Flour, Garlic Paste, Ginger Paste, Water, Oil , Garlic , Onions , Capsicum, Cornflour (blended with water), Vinegar, Salt, Soya Sauce, Tomato Puree, Celery, Ajinomoto (optional), Water",Vegetarian,Eggs
IaDwGWS2,Hyderabad,Male,36-45,76-90,Every week,250-500,20-30 min,Non-Vegetarian,Hungry,fried rice,Chinese,"oil, ginger-garlic paste, spring onion, carrot, cabbage, capsicum, salt, soy sauce, vinegar, rice",Vegetarian,Soy
IaDwGWS2,Hyderabad,Male,36-45,76-90,Every week,250-500,20-30 min,Non-Vegetarian,Hungry,hakka noodles,Chinese,"Noodles, Salt, Oil, Garlic paste, Ginger paste, Beans, Cabbage, Carrot, Spring onion, Capsicum, Soy sauce, Green chilli sauce, Tomato sauce",Vegetarian,Soy
IaDwGWS2,Hyderabad,Male,36-45,76-90,Every week,250-500,20-30 min,Non-Vegetarian,Hungry,garlic prawns,Chinese,"chopped garlic, chopped onions, oil, cornflour, vinegar, soya sauce, sugar, cleaned prawns, lemon juice",Non-Vegetarian,Soy
u5Dvp9gz,Mumbai,Male,26-35,61-75,Every week,250-500,30-40 min,Vegetarian,Happy,gulab jamun,Beverages & Desserts,"Milk powder, plain flour, baking powder, ghee, milk, sugar, water, rose water",Vegetarian,Milk
u5Dvp9gz,Mumbai,Male,26-35,61-75,Every week,250-500,30-40 min,Vegetarian,Happy,kaju katli,Beverages & Desserts,"Cashews, ghee, cardamom, sugar",Vegetarian,
u5Dvp9gz,Mumbai,Male,26-35,61-75,Every week,250-500,30-40 min,Vegetarian,Happy,rasgulla,Beverages & Desserts,"Chhena, sugar, cardamom",Vegetarian,
u5Dvp9gz,Mumbai,Male,26-35,61-75,Every week,250-500,30-40 min,Vegetarian,Happy,lassi,Beverages & Desserts,"Curd, Water, Sugar",Vegetarian,
u5Dvp9gz,Mumbai,Male,26-35,61-75,Every week,250-500,30-40 min,Vegetarian,Happy,butter milk,Beverages & Desserts,"Curd, Water, Curry Leaves, Salt",Vegetarian,
u5Dvp9gz,Mumbai,Male,26-35,61-75,Every week,250-500,30-40 min,Vegetarian,Happy,mojito,Beverages & Desserts,"mint leaves, simple syrup, fresh lime juice, crushed ice, club soda, lime wedges",Vegetarian,
u5Dvp9gz,Mumbai,Male,26-35,61-75,Every week,250-500,30-40 min,Vegetarian,Happy,vanilla ice cream,Beverages & Desserts,"Milk, Sugar, Milk Powder, Hot Milk, Vanilla Essence, Almonds",Vegetarian,Milk
u5Dvp9gz,Mumbai,Male,26-35,61-75,Every week,250-500,30-40 min,Vegetarian,Happy,milk shake,Beverages & Desserts,"Milk, Sugar, Ice cream, Fruits",Vegetarian,Milk
u5Dvp9gz,Mumbai,Male,26-35,61-75,Every week,250-500,30-40 min,Vegetarian,Hungry,veg manchurian,Chinese,"Mixed Vegetables - chopped fine or grated, Eggs (slightly beaten), Refined Flour, Garlic Paste, Ginger Paste, Water, Oil , Garlic , Onions , Capsicum, Cornflour (blended with water), Vinegar, Salt, Soya Sauce, Tomato Puree, Celery, Ajinomoto (optional), Water",Vegetarian,Eggs
u5Dvp9gz,Mumbai,Male,26-35,61-75,Every week,250-500,30-40 min,Vegetarian,Hungry,manchow soup,Chinese,"Water, Ginger, Garlic, Green chilies , Coriander leaves - finely chopped, French beans, Carrots, Cabbage , Capsicum , Mushrooms , Spring onions, Pepper, Soya sauce, Cornflour - mixed with, Water, Spring onion, oil & salt",Both,Soy
u5Dvp9gz,Mumbai,Male,26-35,61-75,Every week,250-500,30-40 min,Vegetarian,Hungry,spring rolls,Chinese,"flour, egg, salt, water, milk, oil , cabbage, spring onions, shredded carrot, garlic, soya sauce, celery",Both,Eggs
u5Dvp9gz,Mumbai,Male,26-35,61-75,Every week,250-500,30-40 min,Vegetarian,Hungry,veg momos,Chinese,"Flour, Salt, Oil, Water, Carrot, Cabbage, Garlic, Soya sauce, Vinegar, Black pepper",Vegetarian,Soy
u5Dvp9gz,Mumbai,Male,26-35,61-75,Every week,250-500,30-40 min,Vegetarian,Hungry,fried rice,Chinese,"oil, ginger-garlic paste, spring onion, carrot, cabbage, capsicum, salt, soy sauce, vinegar, rice",Vegetarian,Soy
u5Dvp9gz,Mumbai,Male,26-35,61-75,Every week,250-500,30-40 min,Vegetarian,Hungry,chilli paneer,Chinese,"Cottage Cheese, Salt, Egg, Corn flour, Ginger-garlic paste, Water , Oil , Onions , Green chillies , Soya sauce, Vinegar, Capsicum, spring onion",Vegetarian,Eggs
u5Dvp9gz,Mumbai,Male,26-35,61-75,Every week,250-500,30-40 min,Vegetarian,Hungry,sesame honey chilli potatoes,Chinese,"potatoes (sliced), cornflour or maida, salt, red chilli powder, Oil (for deep frying), oil, spring onions (with stalk), garlic paste, capsicum, honey, salt, soya sauce, white sesame seeds, chilli sauce",Vegetarian,Sesame
tJDwe4Jq,Mumbai,Male,36-45,76-90,Occasional,250-500,Less than 20 min,Vegetarian,Happy,masala dosa,South Indian,"Potato, Parbolied rice, Urad dal",Vegetarian,
tJDwe4Jq,Mumbai,Male,36-45,76-90,Occasional,250-500,Less than 20 min,Vegetarian,Happy,bisi bele bath,South Indian,"Vegetable, Asafoetida, Curry tree, Pigeon pea, Tamarind, Masala, Nutmeg",Vegetarian,
tJDwe4Jq,Mumbai,Male,36-45,76-90,Occasional,250-500,Less than 20 min,Vegetarian,Happy,curd rice,South Indian,"Yoghurt, Urad dal, Rice",Vegetarian,
tJDwe4Jq,Mumbai,Male,36-45,76-90,Occasional,250-500,Less than 20 min,Vegetarian,Happy,idly,South Indian,"Rice, Urad dal",Vegetarian,
tJDwe4Jq,Mumbai,Male,36-45,76-90,Occasional,250-500,Less than 20 min,Vegetarian,Happy,south indian meals,South Indian,"rice, curd, wheat,curry leaves, mustard, asafetida, pepper and peppercorns, tamarind, chilies, and fenugreek seeds",Vegetarian,Wheat
tJDwe4Jq,Mumbai,Male,36-45,76-90,Occasional,250-500,Less than 20 min,Vegetarian,Happy,sambar rice,South Indian,"Chana dal,Urad dal,Toor Dal, Beans, Coconut, rice",Vegetarian,
tJDwe4Jq,Mumbai,Male,36-45,76-90,Occasional,250-500,Less than 20 min,Vegetarian,Happy,veg biryani,South Indian,"Rice, vegitables,onions, ginger, garlic, green chilies, cilantro, mint and curry leaves.",Vegetarian,
